1.0, -0.43544152, -0.41365808, 9.287845
1.0, -0.54492134, -0.50668305, 8.649047
1.0, -0.6620736, -0.14351623, 2.1779656
1.0, -0.6032113, -0.55081624, 9.205404
1.0, -0.62508637, -0.41446275, 8.790468
1.0, -0.37153044, 0.0009682402, 11.095032
1.0, -0.42116144, -0.10642256, 12.061518
1.0, -0.4200133, 0.08574811, 12.32699
1.0, -0.4487365, 0.11398146, 12.099056
1.0, -0.52876, -0.16896038, 12.397459
1.0, -0.4487365, 0.11398146, 12.099056
1.0, -0.47943926, 0.00025340915, 12.384434
1.0, -0.61065894, -0.13276461, 12.627615
1.0, -0.4487365, 0.11398146, 12.099056
1.0, -0.56523865, -0.066244975, 12.4067
1.0, -0.61065894, -0.13276461, 12.627615
1.0, -0.5375534, -0.0012212694, 12.183348
1.0, -0.48298678, 0.061701886, 12.160135
1.0, -0.56523865, -0.066244975, 12.4067
1.0, -0.60584456, -0.23407863, 12.187021
1.0, -0.5699848, -0.027401134, 12.097986
1.0, -0.48298678, 0.061701886, 12.160135
1.0, -0.44222367, -0.4047919, 10.005173
1.0, -0.6560806, -0.30058086, 9.3475895
1.0, -0.59454894, -0.1231422, 10.018757
1.0, -0.58280003, -0.3543331, 9.010255
1.0, -0.59454894, -0.1231422, 10.018757
1.0, -0.58561116, -0.09804721, 9.998874
1.0, -0.59454894, -0.1231422, 10.018757
1.0, -0.59549, -0.27240753, 9.304261
1.0, -0.59454894, -0.1231422, 10.018757
1.0, -0.6766926, -0.34412038, 9.037972
1.0, -0.58280003, -0.3543331, 9.010255
1.0, -0.6766926, -0.34412038, 9.037972
1.0, -0.597124, -0.18697338, 9.735193
1.0, -0.62214357, -0.29609382, 9.185137
1.0, -0.68207276, -0.3626591, 8.548515
1.0, -0.67151856, -0.2325785, 11.841957
1.0, -0.34598726, 0.21021247, 9.778152
1.0, -0.3165026, 0.34322327, 10.16537
1.0, -0.39301458, 0.2947331, 10.043531
1.0, -0.35005522, 0.28085566, 9.868925
1.0, -0.35005522, 0.28085566, 9.868925
1.0, -0.35005522, 0.28085566, 9.868925
1.0, -0.35005522, 0.28085566, 9.868925
1.0, -0.35005522, 0.28085566, 9.868925
1.0, -0.35005522, 0.28085566, 9.868925
1.0, -0.35005522, 0.28085566, 9.868925
1.0, -0.35005522, 0.28085566, 9.868925
1.0, -0.35005522, 0.28085566, 9.868925
1.0, -0.35005522, 0.28085566, 9.868925
1.0, -0.39301458, 0.2947331, 10.043531
1.0, -0.46921173, -0.025230855, 10.147523
1.0, -0.4716803, 0.32218212, 9.343184
1.0, -0.19171022, 0.13053322, 10.824881
1.0, -0.3692255, 0.29163706, 10.22131
1.0, -0.40917444, 0.10910023, 10.453423
1.0, -0.49346253, 0.015039973, 10.831709
1.0, -0.4186753, 0.23480983, 10.542091
1.0, -0.45631075, 0.18520188, 10.418776
1.0, -0.47530428, 0.20272022, 10.412595
1.0, -0.4573464, 0.23243774, 10.56402
1.0, -0.3913269, 0.20009372, 10.153695
1.0, -0.3913269, 0.20009372, 10.153695
1.0, -0.43234494, 0.18884276, 10.237989
1.0, -0.43234494, 0.18884276, 10.237989
1.0, -0.43234494, 0.18884276, 10.237989
1.0, -0.43234494, 0.18884276, 10.237989
